  2     -60.333
  1     -55.543
  2     402.181
 17     406.971
  5     443.310
  3     444.175
  4     455.726
  6     456.697
 12     477.347
 17     496.941
 10     516.129
 17     517.446
 10     637.627
 11     638.977
 17     648.384
  5     680.629
  3     681.545
  4     693.772
  6     694.800
 13     716.658
 10     810.121
 17     811.463
  0     841.293
 17     914.091
 16     924.735
 17     925.468
 10    1048.815
 17    1050.144
  8    1087.166
  9    1088.663
  8    1274.468
 13    1275.965
 10    1421.890
 17    1423.195
  2    1448.757
  1    1453.623
  2    1918.612
  5    1923.477
  3    1924.393
  4    1936.609
  6    1937.636
 10    1959.475
 16    1960.794
 12    1961.536
 17    1980.477
 10    2097.142
 17    2098.508
 11    2112.740
 17    2122.727
 13    2159.890
  5    2301.992
  3    2302.928
  4    2315.418
  6    2316.469
 10    2338.798
 17    2340.074
  0    2355.151
 17    2427.780
 10    2486.494
 17    2487.761
  5    2559.813
  3    2560.732
  4    2572.986
  6    2574.017
 13    2595.925
 10    2732.515
 16    2733.846
 17    2734.604
  8    2741.601
  9    2743.973
  8    3038.299
 14    3040.671
  7    3112.232
  8    3124.238
  2    3126.822
  1    3131.715
  2    3599.230
 10    3604.122
  5    3605.390
  3    3606.248
  4    3617.697
  6    3618.660
 12    3639.127
 13    3658.754
 10    3767.364
 16    3768.721
 11    3769.462
  0    3779.338
 17    3851.596
 10    3940.278
 17    3941.618
  5    4008.093
  3    4008.952
  4    4020.407
  6    4021.370
 17    4041.849
 10    4068.560
 13    4069.864
 17    4165.991
 10    4266.725
 17    4267.998
 16    4305.586
 13    4306.367
  5    4436.331
  3    4437.258
  4    4449.623
  6    4450.663
 10    4472.769
  2    4474.059
  1    4478.760
  2    4927.999
 11    4932.700
 12    4942.619
 17    4960.998
 10    4971.518
 17    4972.888
  5    5026.994
  3    5027.920
  4    5040.267
  6    5041.306
 17    5063.381
 10    5142.405
 17    5143.709
  0    5227.484
 17    5293.749
 13    5312.339
 10    5447.366
 17    5448.725
 16    5464.589
  8    5465.363
  9    5466.496
  8    5607.065
  7    5608.198
  8    5620.441
 17    5623.076
 10    5711.556
 13    5712.822
  2    5846.796
  1    5851.709
  2    6321.194
  5    6326.107
  3    6326.992
  4    6338.799
  6    6339.792
 10    6360.901
 17    6362.238
 12    6367.244
 17    6385.819
 10    6443.607
 17    6444.987
  5    6462.583
  3    6463.465
  4    6475.234
  6    6476.223
 17    6497.263
 16    6530.333
 17    6531.080
  8    6601.706
  9    6603.183
  8    6786.409
  0    6787.885
 13    6859.103
  5    7037.164
  3    7038.025
  4    7049.514
  6    7050.480
 10    7071.020
 17    7072.313
 14    7104.861
  2    7154.255
  1    7159.018
  2    7614.127
 10    7618.889
 17    7620.151
 16    7631.182
 17    7631.902
  5    7686.038
  3    7686.951
  4    7699.136
  6    7700.161
 17    7721.946
 10    7740.053
 17    7741.393
 12    7754.384
 13    7773.298
  5    7958.722
  3    7959.639
  4    7971.876
  6    7972.905
 10    7994.782
 17    7996.170
  0    8020.146
 17    8087.653
 10    8123.050
 17    8124.352
 11    8149.810
 17    8159.417
  8    8223.639
  9    8225.229
  8    8422.497
 16    8424.087
 17    8424.874
 10    8435.476
 13    8436.789
 10    8616.709
 17    8618.033
  7    8635.134
  8    8648.121
  2    8650.917
  1    8655.740
  2    9116.667
 17    9121.491
  5    9133.667
  3    9134.582
  4    9146.796
  6    9147.823
 12    9169.658
 10    9187.865
 17    9189.153
 16    9334.493
 10    9335.230
 17    9336.594
  5    9350.378
  3    9351.306
  4    9363.691
  6    9364.733
 17    9386.876
  0    9422.838
 17    9489.758
 10    9560.742
 17    9562.004
 11    9579.844
 17    9589.262
 13    9626.121
 10    9719.376
 17    9720.724
  5    9762.286
  3    9763.204
  4    9775.453
  6    9776.483
 14    9798.380
 10    9887.608
 17    9888.965
  8    9907.534
  9    9909.366
  8   10136.617
 13   10138.448
 10   10293.654
 16   10294.954
  5   10295.725
  3   10296.665
  4   10309.199
  6   10310.253
 12   10332.661
  2   10351.032
  1   10355.728
  2   10804.429
 10   10809.124
  5   10810.431
  3   10811.361
  4   10823.771
  6   10824.814
  0   10846.999
 17   10913.235
 13   10942.645
 10   11028.176
 11   11029.542
 17   11039.620
 16   11094.375
 17   11095.129
 10   11160.031
 17   11161.367
  5   11222.690
  3   11223.574
  4   11235.372
  6   11236.364
 13   11257.457
 10   11389.956
 17   11391.332
  7   11397.263
  8   11409.550
 17   11412.194
  2   11439.955
  1   11444.718
  2   11899.890
 10   11904.653
 17   11905.968
  5   11953.811
  3   11954.665
  4   11966.049
  6   11967.006
 17   11987.359
 12   12026.104
 10   12044.768
 17   12046.081
  8   12110.101
  9   12112.378
  8   12394.954
 13   12397.232
 16   12557.098
  0   12557.873
 17   12625.222
 10   12636.920
  5   12638.191
  3   12639.123
  4   12651.557
  6   12652.603
 17   12674.831
 10   12753.135
 17   12754.462
 13   12761.124
 11   12920.670
  2   12930.821
  1   12935.476
  2   13380.360
 10   13385.016
 16   13386.358
 12   13387.119
  5   13405.644
  3   13406.500
  4   13417.912
  6   13418.872
 17   13439.275
 10   13493.886
 17   13495.188
 10   13625.300
  0   13626.680
 17   13697.331
  5   13742.885
  3   13743.769
  4   13755.553
  6   13756.544
 17   13777.611
 13   13834.989
 10   13949.572
 17   13950.854
 16   13961.143
 17   13961.913
 10   14015.907
 17   14017.278
  7   14055.230
  8   14067.366
  5   14069.978
  3   14070.850
  4   14082.476
  6   14083.454
 17   14104.239
 10   14186.581
 17   14187.952
 13   14204.692
 10   14390.287
 11   14391.613
 17   14401.232
  2   14420.705
  1   14425.534
  2   14887.032
  5   14891.861
  3   14892.758
  4   14904.713
  6   14905.719
 10   14927.093
  8   14928.388
  9   14929.493
  8   15066.699
 12   15067.805
 17   15086.496
 16   15092.598
 17   15093.368
  5   15110.572
  3   15111.425
  4   15122.810
  6   15123.768
 10   15144.122
  0   15145.409
 14   15212.122
 17   15279.329
 10   15307.656
 17   15308.956
 13   15365.829
 10   15446.693
 17   15448.007
  5   15499.619
  3   15500.490
  4   15512.113
  6   15513.091
  8   15533.871
  9   15536.106
  8   15813.496
 13   15815.732
 16   15979.472
  5   15980.252
  3   15981.119
  4   15992.681
  6   15993.653
 10   16014.324
  2   16015.655
  1   16020.396
  2   16473.415
 12   16478.155
  0   16496.891
 10   16567.008
 17   16568.332
  5   16575.045
  3   16575.977
  4   16588.404
  6   16589.449
 17   16611.667
 13   16688.227
 10   16803.597
 16   16804.854
 17   16805.606
 10   16894.027
 17   16895.343
